-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2018 through 03/24/2019 
Location: Latitude  41.3963   Longitude 2.1748 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,QV2M,PRECTOTCORR,T2M
2018,9,18,22,98.38,1.15,13.49,0.03,20.24
2018,9,18,23,98.38,1.05,13.49,0.02,20.15
2018,9,19,0,98.38,1.07,13.43,0.02,20.09
2018,9,19,1,98.38,1.22,13.37,0.01,19.89
2018,9,19,2,98.38,1.4,13.24,0.01,19.62
2018,9,19,3,98.39,1.51,13.06,0.01,19.31
2018,9,19,4,98.4,1.67,12.82,0.01,18.83
2018,9,19,5,98.43,1.91,12.57,0.01,18.59
2018,9,19,6,98.48,1.99,12.76,0.01,19.48
2018,9,19,7,98.53,2.25,12.88,0.02,21.19
2018,9,19,8,98.57,2.25,12.63,0.09,23.01
2018,9,19,9,98.59,2.41,12.15,0.06,24.73
2018,9,19,10,98.57,2.71,11.9,0.07,25.96
2018,9,19,11,98.55,3.01,11.84,0.07,26.86
2018,9,19,12,98.52,3.27,11.9,0.08,27.4
2018,9,19,13,98.47,3.33,11.96,0.09,27.55
2018,9,19,14,98.43,3.24,12.02,0.12,27.34
2018,9,19,15,98.41,3.17,12.15,0.08,26.75
2018,9,19,16,98.41,3.22,12.39,0.02,25.63
2018,9,19,17,98.44,2.92,13.0,0.0,23.68
2018,9,19,18,98.5,2.16,13.43,0.0,21.58
2018,9,19,19,98.57,1.61,13.55,0.0,20.86
2018,9,19,20,98.62,1.07,13.61,0.0,20.48
2018,9,19,21,98.64,0.55,13.61,0.0,20.47
2018,9,19,22,98.63,1.11,13.49,0.0,20.06
2018,9,19,23,98.59,1.78,13.37,0.0,19.56
2018,9,20,0,98.56,2.28,13.12,0.0,19.19
2018,9,20,1,98.51,2.68,12.76,0.0,18.94
2018,9,20,2,98.47,2.95,12.27,0.0,18.77
2018,9,20,3,98.45,3.05,11.66,0.0,18.62
2018,9,20,4,98.45,3.12,11.05,0.0,18.43
2018,9,20,5,98.46,3.23,10.5,0.0,18.23
2018,9,20,6,98.48,3.01,10.74,0.0,19.86
2018,9,20,7,98.49,3.42,9.95,0.0,23.11
2018,9,20,8,98.49,2.04,9.77,0.0,25.89
2018,9,20,9,98.48,1.26,10.07,0.0,28.17
2018,9,20,10,98.45,1.62,9.7,0.0,29.35
2018,9,20,11,98.41,2.11,9.77,0.0,30.0
2018,9,20,12,98.36,2.54,9.95,0.0,30.25
2018,9,20,13,98.3,2.92,10.13,0.0,30.22
2018,9,20,14,98.25,3.25,10.31,0.0,29.9
2018,9,20,15,98.2,3.58,10.5,0.0,29.27
2018,9,20,16,98.18,3.98,10.86,0.0,28.08
2018,9,20,17,98.18,3.36,12.27,0.0,25.26
2018,9,20,18,98.2,3.17,12.94,0.0,22.85
2018,9,20,19,98.25,2.96,13.43,0.0,22.01
2018,9,20,20,98.27,2.75,13.55,0.0,21.4
2018,9,20,21,98.28,2.61,13.67,0.0,20.93
2018,9,20,22,98.27,2.57,13.73,0.0,20.5
2018,9,20,23,98.25,2.54,13.67,0.0,20.12
2018,9,21,0,98.22,2.52,13.49,0.0,19.75
2018,9,21,1,98.19,2.55,13.24,0.0,19.46
2018,9,21,2,98.15,2.59,12.94,0.0,19.23
2018,9,21,3,98.12,2.59,12.51,0.0,19.09
2018,9,21,4,98.11,2.65,12.08,0.0,19.0
2018,9,21,5,98.11,2.68,11.72,0.0,18.98
2018,9,21,6,98.14,2.37,12.21,0.0,20.58
2018,9,21,7,98.17,2.65,11.66,0.0,23.9
2018,9,21,8,98.21,2.85,11.17,0.0,26.75
2018,9,21,9,98.24,3.32,11.41,0.0,28.58
2018,9,21,10,98.23,3.48,11.66,0.0,29.71
2018,9,21,11,98.2,3.71,11.66,0.0,30.54
2018,9,21,12,98.17,3.84,11.72,0.0,31.04
2018,9,21,13,98.12,3.81,11.78,0.0,31.19
2018,9,21,14,98.1,3.57,11.78,0.0,31.03
2018,9,21,15,98.08,3.27,11.9,0.0,30.26
2018,9,21,16,98.11,2.8,12.45,0.0,28.91
2018,9,21,17,98.16,2.42,14.47,0.0,26.44
2018,9,21,18,98.26,2.22,14.71,0.0,24.18
2018,9,21,19,98.39,2.36,14.89,0.0,23.0
2018,9,21,20,98.49,2.86,15.2,0.0,21.96
2018,9,21,21,98.54,2.58,15.26,0.0,21.35
2018,9,21,22,98.56,1.94,14.95,0.01,20.91
2018,9,21,23,98.56,1.71,14.65,0.01,20.68
2018,9,22,0,98.58,1.26,14.4,0.01,20.88
2018,9,22,1,98.58,1.41,14.34,0.01,21.01
2018,9,22,2,98.56,2.06,14.59,0.01,20.8
2018,9,22,3,98.55,2.5,14.83,0.01,20.66
2018,9,22,4,98.56,2.65,14.89,0.01,20.63
2018,9,22,5,98.58,2.7,15.01,0.02,20.65
2018,9,22,6,98.61,3.3,15.26,0.03,21.68
2018,9,22,7,98.66,4.41,15.32,0.04,23.05
2018,9,22,8,98.7,4.53,15.08,0.05,24.55
2018,9,22,9,98.73,4.44,14.95,0.02,25.92
2018,9,22,10,98.72,4.52,14.71,0.02,27.09
2018,9,22,11,98.68,4.58,14.34,0.02,28.19
2018,9,22,12,98.62,4.38,13.85,0.01,29.09
2018,9,22,13,98.56,4.2,13.24,0.02,29.69
2018,9,22,14,98.5,4.05,12.51,0.01,29.93
2018,9,22,15,98.47,3.96,12.02,0.01,29.62
2018,9,22,16,98.47,3.96,11.9,0.0,28.54
2018,9,22,17,98.49,3.11,13.06,0.0,25.76
2018,9,22,18,98.54,2.74,13.55,0.0,23.3
2018,9,22,19,98.61,2.25,13.98,0.0,22.3
2018,9,22,20,98.68,1.81,14.47,0.0,21.55
2018,9,22,21,98.72,1.5,15.01,0.0,21.11
2018,9,22,22,98.74,1.36,15.38,0.0,20.98
2018,9,22,23,98.75,1.21,15.5,0.0,21.09
2018,9,23,0,98.75,1.01,15.44,0.0,21.21
2018,9,23,1,98.73,0.86,15.26,0.0,21.27
2018,9,23,2,98.71,0.76,14.95,0.0,21.29
2018,9,23,3,98.69,0.66,14.65,0.0,21.19
2018,9,23,4,98.67,0.56,14.28,0.0,21.05
2018,9,23,5,98.68,0.51,14.04,0.0,20.8
2018,9,23,6,98.71,0.41,14.04,0.0,21.35
2018,9,23,7,98.74,0.56,14.16,0.0,23.12
2018,9,23,8,98.76,1.53,13.73,0.0,24.9
2018,9,23,9,98.77,2.31,13.55,0.0,26.33
2018,9,23,10,98.75,3.13,13.37,0.0,27.65
2018,9,23,11,98.7,3.77,13.24,0.0,28.57
2018,9,23,12,98.64,4.07,13.24,0.0,29.26
2018,9,23,13,98.56,4.14,13.12,0.0,29.69
2018,9,23,14,98.48,4.22,12.94,0.0,29.9
2018,9,23,15,98.42,4.3,12.76,0.0,29.75
2018,9,23,16,98.38,4.42,12.7,0.0,28.96
2018,9,23,17,98.38,3.83,13.49,0.0,26.4
2018,9,23,18,98.41,3.65,13.79,0.0,24.13
2018,9,23,19,98.47,2.99,14.1,0.0,23.26
2018,9,23,20,98.52,1.74,14.04,0.0,23.41
2018,9,23,21,98.55,0.59,13.85,0.0,23.18
2018,9,23,22,98.55,0.65,13.67,0.0,22.69
2018,9,23,23,98.55,0.82,13.55,0.0,22.32
2018,9,24,0,98.54,0.69,13.43,0.0,22.04
2018,9,24,1,98.53,0.44,13.37,0.0,21.81
2018,9,24,2,98.52,0.51,13.24,0.0,21.59
2018,9,24,3,98.53,0.84,13.0,0.0,21.46
2018,9,24,4,98.54,1.17,12.63,0.0,21.3
2018,9,24,5,98.57,1.38,12.39,0.01,21.01
2018,9,24,6,98.6,1.36,13.0,0.02,21.62
2018,9,24,7,98.65,1.54,13.31,0.01,23.65
2018,9,24,8,98.7,2.53,14.1,0.01,25.15
2018,9,24,9,98.72,3.85,14.16,0.01,26.01
2018,9,24,10,98.7,4.6,14.1,0.01,26.33
2018,9,24,11,98.66,5.05,14.16,0.02,26.69
2018,9,24,12,98.62,5.37,14.04,0.02,27.05
2018,9,24,13,98.57,5.63,13.85,0.02,27.03
2018,9,24,14,98.55,5.91,13.73,0.02,26.43
2018,9,24,15,98.54,6.46,13.79,0.02,25.22
2018,9,24,16,98.57,7.21,13.92,0.02,23.29
2018,9,24,17,98.61,7.29,13.55,0.02,21.55
2018,9,24,18,98.68,6.32,12.88,0.01,21.03
2018,9,24,19,98.75,4.75,12.02,0.01,21.0
2018,9,24,20,98.8,3.0,11.47,0.0,20.79
2018,9,24,21,98.83,1.9,11.23,0.0,20.49
2018,9,24,22,98.83,1.38,10.68,0.0,20.29
2018,9,24,23,98.82,0.79,10.62,0.0,19.92
2018,9,25,0,98.82,0.43,10.44,0.0,19.41
2018,9,25,1,98.82,0.9,10.44,0.0,18.83
2018,9,25,2,98.82,1.34,10.38,0.0,18.51
2018,9,25,3,98.84,1.47,10.19,0.0,18.12
2018,9,25,4,98.87,1.46,9.95,0.0,17.46
2018,9,25,5,98.9,1.32,9.83,0.0,17.05
2018,9,25,6,98.93,1.01,10.01,0.0,17.88
2018,9,25,7,98.99,1.41,9.77,0.0,19.75
2018,9,25,8,99.04,1.96,9.64,0.0,21.12
2018,9,25,9,99.06,2.38,9.64,0.0,22.46
2018,9,25,10,99.06,2.9,9.64,0.0,23.66
2018,9,25,11,99.04,3.37,9.52,0.0,24.55
2018,9,25,12,99.0,3.82,9.34,0.0,25.08
2018,9,25,13,98.96,4.35,9.4,0.0,25.21
2018,9,25,14,98.95,4.91,9.52,0.0,24.77
2018,9,25,15,98.95,5.5,9.83,0.0,23.92
2018,9,25,16,98.98,6.03,10.13,0.0,22.59
2018,9,25,17,99.04,6.06,10.44,0.0,21.09
2018,9,25,18,99.11,6.08,10.56,0.0,19.87
2018,9,25,19,99.19,6.2,10.44,0.0,19.05
2018,9,25,20,99.24,5.97,10.38,0.0,18.41
2018,9,25,21,99.28,5.86,10.44,0.0,18.02
2018,9,25,22,99.3,5.87,10.5,0.0,17.73
2018,9,25,23,99.31,5.95,10.44,0.0,17.43
2018,9,26,0,99.33,6.1,10.25,0.0,17.16
2018,9,26,1,99.33,6.1,10.01,0.0,16.83
2018,9,26,2,99.34,6.31,9.77,0.0,16.58
2018,9,26,3,99.36,6.55,9.64,0.0,16.48
2018,9,26,4,99.38,6.67,9.64,0.0,16.48
2018,9,26,5,99.4,6.72,9.83,0.0,16.51
2018,9,26,6,99.43,7.07,10.25,0.0,17.23
2018,9,26,7,99.49,8.23,10.86,0.0,19.25
2018,9,26,8,99.53,9.1,10.74,0.0,20.94
2018,9,26,9,99.57,8.78,10.38,0.01,22.05
2018,9,26,10,99.58,8.1,10.07,0.0,22.94
2018,9,26,11,99.56,7.46,9.83,0.0,23.65
2018,9,26,12,99.53,7.12,9.64,0.0,24.03
2018,9,26,13,99.49,7.14,9.58,0.0,23.97
2018,9,26,14,99.48,7.21,9.58,0.0,23.38
2018,9,26,15,99.48,7.0,9.64,0.0,22.48
2018,9,26,16,99.5,6.5,9.64,0.0,21.25
2018,9,26,17,99.53,5.2,9.77,0.0,19.55
2018,9,26,18,99.57,3.83,9.89,0.0,17.9
2018,9,26,19,99.62,3.42,9.83,0.0,17.11
2018,9,26,20,99.66,3.17,9.77,0.0,16.4
2018,9,26,21,99.68,3.04,9.64,0.0,15.81
2018,9,26,22,99.67,2.92,9.58,0.0,15.3
2018,9,26,23,99.63,2.83,9.46,0.0,14.8
2018,9,27,0,99.6,2.81,9.34,0.0,14.3
2018,9,27,1,99.55,2.82,9.22,0.0,13.85
2018,9,27,2,99.51,2.79,9.09,0.0,13.52
2018,9,27,3,99.48,2.67,9.03,0.0,13.37
2018,9,27,4,99.47,2.44,8.91,0.0,13.37
2018,9,27,5,99.45,2.18,8.85,0.0,13.44
2018,9,27,6,99.44,1.87,8.85,0.0,14.3
2018,9,27,7,99.45,1.33,8.85,0.0,16.69
2018,9,27,8,99.45,0.53,8.79,0.0,18.65
2018,9,27,9,99.42,1.04,8.73,0.0,20.49
2018,9,27,10,99.37,1.54,8.73,0.0,22.19
2018,9,27,11,99.31,1.97,8.67,0.0,23.57
2018,9,27,12,99.22,2.37,8.61,0.0,24.54
2018,9,27,13,99.13,2.73,8.67,0.0,25.04
2018,9,27,14,99.06,3.08,8.73,0.0,25.0
2018,9,27,15,98.99,3.46,8.85,0.0,24.3
2018,9,27,16,98.96,3.83,9.09,0.0,22.81
2018,9,27,17,98.95,3.22,9.58,0.0,20.45
2018,9,27,18,98.97,2.43,9.89,0.0,18.77
2018,9,27,19,98.99,1.85,10.01,0.0,18.3
2018,9,27,20,99.0,1.53,9.95,0.0,18.03
2018,9,27,21,98.99,1.41,9.95,0.0,17.79
2018,9,27,22,98.94,1.5,10.07,0.0,17.59
2018,9,27,23,98.88,1.7,10.19,0.0,17.35
2018,9,28,0,98.81,1.85,10.38,0.0,17.16
2018,9,28,1,98.73,1.9,10.5,0.0,17.01
2018,9,28,2,98.66,1.83,10.5,0.0,17.0
2018,9,28,3,98.61,1.65,10.44,0.0,17.11
2018,9,28,4,98.58,1.45,10.25,0.0,17.18
2018,9,28,5,98.58,1.29,9.95,0.0,17.12
2018,9,28,6,98.6,1.11,9.95,0.0,17.6
2018,9,28,7,98.63,0.84,9.83,0.0,19.86
2018,9,28,8,98.65,0.45,9.58,0.0,22.79
2018,9,28,9,98.62,1.35,9.52,0.0,24.79
2018,9,28,10,98.57,1.95,9.52,0.0,26.01
2018,9,28,11,98.5,2.34,9.52,0.0,27.01
2018,9,28,12,98.43,2.46,9.7,0.0,27.64
2018,9,28,13,98.33,2.63,9.7,0.0,28.05
2018,9,28,14,98.24,2.81,9.58,0.0,28.16
2018,9,28,15,98.18,3.02,9.46,0.0,27.88
2018,9,28,16,98.15,3.22,9.7,0.0,26.8
2018,9,28,17,98.14,3.25,10.86,0.0,23.37
2018,9,28,18,98.17,3.53,10.8,0.0,21.25
2018,9,28,19,98.2,3.28,10.93,0.0,20.48
2018,9,28,20,98.23,2.9,10.8,0.0,20.14
2018,9,28,21,98.24,2.63,10.62,0.0,19.94
2018,9,28,22,98.22,2.51,10.44,0.0,19.69
2018,9,28,23,98.2,2.34,10.31,0.0,19.48
2018,9,29,0,98.19,2.13,10.13,0.0,19.29
2018,9,29,1,98.17,1.91,9.95,0.0,19.21
2018,9,29,2,98.14,1.74,9.83,0.0,19.19
2018,9,29,3,98.13,1.76,9.7,0.0,18.86
2018,9,29,4,98.11,1.87,9.64,0.0,18.45
2018,9,29,5,98.11,1.93,9.52,0.0,18.22
2018,9,29,6,98.13,1.74,9.89,0.0,18.75
2018,9,29,7,98.16,1.2,9.77,0.0,21.41
2018,9,29,8,98.17,1.94,9.52,0.0,24.1
2018,9,29,9,98.17,3.25,9.52,0.0,25.75
2018,9,29,10,98.13,3.75,9.58,0.0,26.79
2018,9,29,11,98.1,4.25,9.58,0.01,27.55
2018,9,29,12,98.05,4.76,9.46,0.02,27.98
2018,9,29,13,98.01,5.27,9.46,0.04,27.93
2018,9,29,14,97.99,5.71,9.58,0.04,27.26
2018,9,29,15,98.0,5.88,10.01,0.05,25.96
2018,9,29,16,98.04,6.09,10.74,0.05,24.22
2018,9,29,17,98.11,5.33,11.66,0.04,21.97
2018,9,29,18,98.18,4.27,12.21,0.01,20.24
2018,9,29,19,98.24,3.67,12.39,0.01,19.48
2018,9,29,20,98.3,3.33,12.33,0.02,19.05
2018,9,29,21,98.31,3.18,12.15,0.02,18.93
2018,9,29,22,98.3,2.97,12.02,0.02,18.8
2018,9,29,23,98.28,2.67,12.02,0.03,18.66
2018,9,30,0,98.26,2.48,12.02,0.04,18.58
2018,9,30,1,98.25,2.44,12.15,0.04,18.43
2018,9,30,2,98.22,2.45,12.33,0.04,18.27
2018,9,30,3,98.21,2.55,12.57,0.05,18.27
2018,9,30,4,98.2,2.63,12.76,0.04,18.28
2018,9,30,5,98.2,2.63,13.0,0.04,18.22
2018,9,30,6,98.21,2.64,13.18,0.04,18.87
2018,9,30,7,98.25,3.67,12.94,0.03,20.63
2018,9,30,8,98.27,4.41,11.29,0.02,22.1
2018,9,30,9,98.28,4.86,10.01,0.02,23.68
2018,9,30,10,98.24,4.92,9.4,0.01,24.88
2018,9,30,11,98.19,4.96,9.09,0.0,25.88
2018,9,30,12,98.12,5.04,8.97,0.0,26.57
2018,9,30,13,98.05,5.02,8.91,0.0,26.89
2018,9,30,14,98.01,4.94,8.85,0.0,26.76
2018,9,30,15,97.98,4.82,8.54,0.0,26.27
2018,9,30,16,97.98,4.32,8.42,0.0,25.13
2018,9,30,17,98.02,3.35,9.34,0.0,21.69
2018,9,30,18,98.07,3.45,9.4,0.0,19.61
2018,9,30,19,98.12,2.79,9.58,0.0,19.29
2018,9,30,20,98.18,1.44,9.7,0.0,19.53
2018,9,30,21,98.2,0.45,10.01,0.0,18.16
2018,9,30,22,98.18,1.19,10.5,0.0,16.86
2018,9,30,23,98.16,1.9,10.86,0.0,16.44
2018,10,1,0,98.14,2.42,11.41,0.0,16.19
2018,10,1,1,98.13,2.81,11.72,0.0,16.05
2018,10,1,2,98.13,2.9,11.54,0.0,15.84
2018,10,1,3,98.12,2.74,11.11,0.0,16.47
2018,10,1,4,98.11,2.6,10.74,0.0,16.61
2018,10,1,5,98.14,2.31,10.38,0.01,16.62
2018,10,1,6,98.2,1.77,10.19,0.01,17.17
2018,10,1,7,98.27,1.24,9.64,0.02,18.42
2018,10,1,8,98.34,0.56,8.73,0.01,19.36
2018,10,1,9,98.35,0.9,7.87,0.01,21.15
2018,10,1,10,98.32,2.24,6.9,0.01,22.68
2018,10,1,11,98.27,3.13,6.1,0.01,23.83
2018,10,1,12,98.2,3.45,5.68,0.01,24.55
2018,10,1,13,98.13,3.54,5.25,0.01,24.9
2018,10,1,14,98.1,3.94,5.0,0.0,24.69
2018,10,1,15,98.12,4.58,5.31,0.0,23.59
2018,10,1,16,98.18,4.89,5.25,0.0,21.65
2018,10,1,17,98.26,3.99,5.86,0.0,18.36
2018,10,1,18,98.36,3.69,6.04,0.0,16.25
2018,10,1,19,98.47,3.86,5.92,0.0,14.93
2018,10,1,20,98.56,3.94,5.8,0.0,13.69
2018,10,1,21,98.61,3.57,5.55,0.0,12.81
2018,10,1,22,98.61,3.17,5.37,0.0,12.02
2018,10,1,23,98.59,3.28,5.19,0.0,11.47
2018,10,2,0,98.58,3.68,5.13,0.0,11.16
2018,10,2,1,98.57,3.98,5.13,0.0,11.08
2018,10,2,2,98.55,4.06,5.13,0.0,11.14
2018,10,2,3,98.56,4.05,5.07,0.0,10.44
2018,10,2,4,98.58,3.76,5.0,0.0,10.05
2018,10,2,5,98.59,3.43,4.88,0.0,9.83
2018,10,2,6,98.61,3.08,5.07,0.0,10.61
2018,10,2,7,98.64,3.3,4.64,0.0,14.08
2018,10,2,8,98.66,2.94,4.15,0.0,16.73
2018,10,2,9,98.65,2.1,3.85,0.0,19.25
2018,10,2,10,98.63,1.3,3.66,0.0,21.49
2018,10,2,11,98.58,1.26,3.78,0.0,23.26
2018,10,2,12,98.52,1.38,4.03,0.0,24.5
2018,10,2,13,98.44,1.29,4.39,0.0,25.28
2018,10,2,14,98.4,1.18,4.76,0.0,25.49
2018,10,2,15,98.39,1.64,5.13,0.0,24.98
2018,10,2,16,98.43,2.21,5.98,0.0,23.45
2018,10,2,17,98.5,2.2,7.63,0.0,20.44
2018,10,2,18,98.57,1.63,6.9,0.0,19.35
2018,10,2,19,98.64,0.5,6.65,0.0,18.77
2018,10,2,20,98.68,0.8,6.65,0.0,17.73
2018,10,2,21,98.71,1.63,6.71,0.0,16.66
2018,10,2,22,98.72,2.07,6.65,0.0,15.88
2018,10,2,23,98.71,2.38,6.53,0.0,15.16
2018,10,3,0,98.71,2.61,6.35,0.0,14.34
2018,10,3,1,98.7,2.74,6.29,0.0,13.83
2018,10,3,2,98.68,2.83,6.35,0.0,13.52
2018,10,3,3,98.67,2.9,6.41,0.0,13.32
2018,10,3,4,98.66,2.86,6.47,0.0,13.33
2018,10,3,5,98.66,2.71,6.65,0.0,13.44
2018,10,3,6,98.68,2.31,7.02,0.0,14.27
2018,10,3,7,98.71,2.12,6.9,0.0,17.05
2018,10,3,8,98.74,1.61,7.08,0.0,19.93
2018,10,3,9,98.74,1.5,7.26,0.0,22.62
2018,10,3,10,98.71,1.66,7.39,0.0,24.33
2018,10,3,11,98.67,2.58,7.51,0.0,25.4
2018,10,3,12,98.59,3.82,7.63,0.0,25.97
2018,10,3,13,98.51,4.89,7.75,0.0,26.05
2018,10,3,14,98.46,5.62,7.93,0.0,25.67
2018,10,3,15,98.45,6.05,8.24,0.0,24.62
2018,10,3,16,98.48,5.95,8.79,0.0,22.74
2018,10,3,17,98.55,4.36,9.46,0.0,20.04
2018,10,3,18,98.64,2.54,9.7,0.0,18.23
2018,10,3,19,98.69,1.73,9.7,0.0,17.54
2018,10,3,20,98.72,1.85,9.77,0.0,16.97
2018,10,3,21,98.71,2.25,9.83,0.0,16.43
2018,10,3,22,98.67,2.46,9.64,0.0,16.0
2018,10,3,23,98.62,2.46,9.22,0.0,15.66
2018,10,4,0,98.57,2.43,8.67,0.0,15.34
2018,10,4,1,98.53,2.24,8.24,0.0,15.33
2018,10,4,2,98.49,2.12,7.93,0.0,15.19
2018,10,4,3,98.48,1.9,7.63,0.0,15.25
2018,10,4,4,98.49,1.46,7.32,0.0,15.46
2018,10,4,5,98.51,1.07,7.08,0.0,15.9
2018,10,4,6,98.54,0.77,7.02,0.0,16.26
2018,10,4,7,98.58,0.68,7.63,0.0,18.03
2018,10,4,8,98.62,1.51,8.18,0.0,20.11
2018,10,4,9,98.62,1.65,8.18,0.0,21.94
2018,10,4,10,98.6,1.63,8.12,0.0,23.26
2018,10,4,11,98.57,1.64,8.0,0.0,24.3
2018,10,4,12,98.53,1.71,7.87,0.0,25.02
2018,10,4,13,98.48,1.96,7.81,0.0,25.36
2018,10,4,14,98.44,2.48,7.75,0.0,25.23
2018,10,4,15,98.41,3.1,7.81,0.0,24.63
2018,10,4,16,98.41,3.5,8.12,0.0,23.28
2018,10,4,17,98.44,2.86,9.22,0.0,19.94
2018,10,4,18,98.49,2.95,9.46,0.0,18.05
2018,10,4,19,98.55,2.88,9.58,0.0,17.13
2018,10,4,20,98.58,2.8,9.7,0.0,16.36
2018,10,4,21,98.61,2.73,9.7,0.0,15.87
2018,10,4,22,98.59,2.69,9.46,0.0,15.55
2018,10,4,23,98.56,2.65,9.16,0.0,15.23
2018,10,5,0,98.54,2.67,8.85,0.0,14.9
2018,10,5,1,98.5,2.73,8.61,0.0,14.6
2018,10,5,2,98.47,2.83,8.36,0.0,14.32
2018,10,5,3,98.44,2.9,8.06,0.0,14.17
2018,10,5,4,98.42,2.91,7.87,0.0,14.15
2018,10,5,5,98.4,2.92,7.75,0.0,14.14
2018,10,5,6,98.41,2.84,8.0,0.0,14.76
2018,10,5,7,98.42,3.25,8.36,0.0,17.98
2018,10,5,8,98.43,3.34,9.28,0.0,20.07
2018,10,5,9,98.41,3.07,9.58,0.0,21.8
2018,10,5,10,98.37,2.76,9.52,0.0,23.02
2018,10,5,11,98.33,2.67,9.34,0.0,23.94
2018,10,5,12,98.28,2.79,9.22,0.0,24.47
2018,10,5,13,98.21,2.95,9.22,0.0,24.67
2018,10,5,14,98.16,3.11,9.28,0.0,24.47
2018,10,5,15,98.12,3.23,9.34,0.0,23.88
2018,10,5,16,98.11,3.39,9.64,0.0,22.7
2018,10,5,17,98.12,2.72,10.5,0.0,19.87
2018,10,5,18,98.17,2.6,10.93,0.0,18.23
2018,10,5,19,98.21,2.33,11.41,0.0,17.46
2018,10,5,20,98.26,2.07,11.66,0.0,16.98
2018,10,5,21,98.29,1.75,11.72,0.0,16.87
2018,10,5,22,98.28,1.28,11.6,0.0,17.23
2018,10,5,23,98.24,0.75,11.47,0.0,17.55
2018,10,6,0,98.22,0.18,11.35,0.0,17.74
2018,10,6,1,98.17,0.36,11.23,0.0,17.58
2018,10,6,2,98.13,0.72,11.11,0.0,17.26
2018,10,6,3,98.09,0.77,10.99,0.0,17.02
2018,10,6,4,98.09,0.7,10.86,0.0,16.76
2018,10,6,5,98.1,0.56,10.74,0.0,16.43
2018,10,6,6,98.12,0.42,10.68,0.0,16.62
2018,10,6,7,98.15,0.94,10.68,0.0,18.17
2018,10,6,8,98.16,1.94,10.5,0.0,19.72
2018,10,6,9,98.15,2.6,10.56,0.0,21.44
2018,10,6,10,98.1,3.27,10.68,0.0,22.86
2018,10,6,11,98.04,3.97,10.74,0.0,23.87
2018,10,6,12,97.97,4.5,10.8,0.0,24.43
2018,10,6,13,97.9,4.86,10.74,0.0,24.62
2018,10,6,14,97.84,5.05,10.68,0.0,24.44
2018,10,6,15,97.78,5.13,10.74,0.0,23.97
2018,10,6,16,97.75,4.88,10.93,0.0,23.01
2018,10,6,17,97.75,3.58,11.47,0.0,20.54
2018,10,6,18,97.77,3.35,11.9,0.03,19.0
2018,10,6,19,97.79,3.2,12.45,0.07,18.48
2018,10,6,20,97.81,3.16,12.76,0.15,17.92
2018,10,6,21,97.79,3.06,13.0,0.22,18.03
2018,10,6,22,97.75,3.21,13.18,0.29,18.27
2018,10,6,23,97.7,3.76,13.49,0.37,18.76
2018,10,7,0,97.66,3.75,13.18,0.22,18.62
2018,10,7,1,97.63,3.71,12.02,0.07,17.47
2018,10,7,2,97.61,4.95,10.99,0.04,16.75
2018,10,7,3,97.6,4.65,10.25,0.02,16.03
2018,10,7,4,97.64,3.91,9.77,0.02,15.13
2018,10,7,5,97.69,3.04,9.34,0.02,14.19
2018,10,7,6,97.76,2.24,8.97,0.02,13.96
2018,10,7,7,97.85,2.05,8.85,0.01,15.05
2018,10,7,8,97.93,3.33,8.85,0.03,15.77
2018,10,7,9,97.99,3.7,8.79,0.03,15.86
2018,10,7,10,98.01,3.53,8.67,0.03,16.1
2018,10,7,11,98.01,3.36,8.48,0.03,16.69
2018,10,7,12,97.96,3.4,8.3,0.03,17.31
2018,10,7,13,97.93,3.72,8.18,0.04,17.74
2018,10,7,14,97.93,4.0,8.18,0.05,17.95
2018,10,7,15,97.94,4.16,8.18,0.09,17.64
2018,10,7,16,97.96,4.49,8.48,0.16,17.04
2018,10,7,17,98.02,4.1,8.85,0.22,15.6
2018,10,7,18,98.08,4.17,8.97,0.15,14.89
2018,10,7,19,98.13,3.76,8.91,0.18,14.65
2018,10,7,20,98.15,3.11,8.67,0.21,14.48
2018,10,7,21,98.16,2.49,8.54,0.21,14.17
2018,10,7,22,98.16,1.87,8.42,0.2,13.57
2018,10,7,23,98.14,1.4,8.3,0.17,12.9
2018,10,8,0,98.13,1.17,8.18,0.28,12.55
2018,10,8,1,98.1,1.26,8.24,0.25,12.63
2018,10,8,2,98.07,1.36,8.54,0.23,13.01
2018,10,8,3,98.03,1.55,8.85,0.25,13.44
2018,10,8,4,98.03,1.74,8.97,0.33,13.55
2018,10,8,5,98.03,1.84,9.09,0.39,13.73
2018,10,8,6,98.06,1.8,9.28,0.51,14.19
2018,10,8,7,98.11,2.31,9.4,0.63,14.92
2018,10,8,8,98.17,2.86,9.34,0.62,15.28
2018,10,8,9,98.2,3.22,9.16,0.54,15.62
2018,10,8,10,98.21,3.36,8.85,0.39,16.12
