-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 03/24/2019 
Location: Latitude  41.3919   Longitude 2.1665 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,HR,T2M,QV2M,PRECTOTCORR,WS10M,PS
2019,1,20,0,6.12,5.49,0.25,2.17,97.42
2019,1,20,1,6.19,5.68,0.48,2.2,97.37
2019,1,20,2,6.2,5.86,0.76,2.28,97.3
2019,1,20,3,6.17,5.98,0.86,2.23,97.22
2019,1,20,4,6.3,6.1,0.94,2.05,97.17
2019,1,20,5,6.39,6.1,0.96,1.81,97.16
2019,1,20,6,6.51,6.1,0.91,1.73,97.18
2019,1,20,7,6.77,6.04,0.83,2.67,97.2
2019,1,20,8,6.96,6.04,0.74,4.28,97.25
2019,1,20,9,7.01,5.92,0.6,5.51,97.33
2019,1,20,10,7.21,5.74,0.49,6.25,97.38
2019,1,20,11,7.63,5.62,0.38,6.56,97.37
2019,1,20,12,8.28,5.49,0.25,6.66,97.33
2019,1,20,13,8.89,5.37,0.15,6.51,97.32
2019,1,20,14,8.81,5.43,0.11,6.0,97.35
2019,1,20,15,8.0,5.62,0.12,4.73,97.41
2019,1,20,16,6.52,5.55,0.1,3.94,97.48
2019,1,20,17,6.12,5.43,0.04,3.48,97.54
2019,1,20,18,6.13,5.25,0.01,3.04,97.59
2019,1,20,19,5.84,5.07,0.0,2.61,97.63
2019,1,20,20,4.81,4.88,0.0,2.51,97.68
2019,1,20,21,3.9,4.64,0.0,2.71,97.72
2019,1,20,22,3.27,4.46,0.0,2.77,97.77
2019,1,20,23,2.9,4.33,0.0,2.71,97.8
2019,1,21,0,2.58,4.27,0.01,2.66,97.82
2019,1,21,1,2.17,4.21,0.01,2.75,97.85
2019,1,21,2,1.83,4.15,0.01,2.93,97.88
2019,1,21,3,1.58,4.09,0.0,3.13,97.87
2019,1,21,4,1.51,4.03,0.0,3.26,97.88
2019,1,21,5,1.66,3.91,0.0,3.22,97.89
2019,1,21,6,1.99,3.78,0.0,3.03,97.91
2019,1,21,7,2.81,3.78,0.01,2.73,97.93
2019,1,21,8,5.7,4.46,0.01,2.01,97.96
2019,1,21,9,7.97,4.09,0.01,1.36,98.02
2019,1,21,10,9.81,3.91,0.01,0.91,98.06
2019,1,21,11,10.83,3.6,0.02,0.07,98.05
2019,1,21,12,11.08,3.54,0.04,1.35,98.01
2019,1,21,13,10.97,3.6,0.03,2.35,97.99
2019,1,21,14,10.65,3.72,0.02,2.89,98.0
2019,1,21,15,9.51,4.58,0.01,2.29,97.98
2019,1,21,16,6.79,4.52,0.01,2.6,97.96
2019,1,21,17,5.97,4.21,0.01,2.47,97.97
2019,1,21,18,5.58,4.15,0.01,2.01,97.99
2019,1,21,19,4.62,4.03,0.01,1.79,98.01
2019,1,21,20,3.54,3.85,0.01,2.03,98.03
2019,1,21,21,2.65,3.6,0.02,2.59,98.05
2019,1,21,22,2.06,3.42,0.01,2.85,98.08
2019,1,21,23,1.74,3.23,0.01,2.8,98.07
2019,1,22,0,1.73,3.11,0.01,2.51,98.03
2019,1,22,1,1.97,3.05,0.01,2.03,97.99
2019,1,22,2,2.03,3.05,0.01,1.67,97.95
2019,1,22,3,1.26,3.05,0.01,1.95,97.9
2019,1,22,4,0.33,2.99,0.0,2.4,97.85
2019,1,22,5,-0.1,2.87,0.01,2.59,97.81
2019,1,22,6,-0.35,2.81,0.0,2.71,97.78
2019,1,22,7,0.23,2.87,0.0,2.68,97.75
2019,1,22,8,3.26,2.81,0.0,2.87,97.72
2019,1,22,9,5.16,2.69,0.0,2.33,97.71
2019,1,22,10,7.55,2.87,0.0,0.91,97.67
2019,1,22,11,8.78,2.56,0.0,0.88,97.56
2019,1,22,12,9.46,2.32,0.0,1.57,97.43
2019,1,22,13,9.25,2.32,0.0,2.61,97.31
2019,1,22,14,8.57,2.5,0.0,3.39,97.22
2019,1,22,15,7.07,3.23,0.01,3.37,97.17
2019,1,22,16,5.09,3.66,0.01,3.72,97.14
2019,1,22,17,4.52,4.21,0.01,4.43,97.1
2019,1,22,18,4.52,4.82,0.18,4.73,97.08
2019,1,22,19,4.4,5.0,0.04,4.7,97.05
2019,1,22,20,4.12,4.82,0.01,4.64,97.04
2019,1,22,21,3.63,4.58,0.0,4.47,97.03
2019,1,22,22,2.9,4.27,0.0,4.23,97.02
2019,1,22,23,2.23,4.09,0.01,3.8,96.98
2019,1,23,0,1.89,4.03,0.11,3.68,96.9
2019,1,23,1,1.65,4.03,0.17,3.62,96.83
2019,1,23,2,1.86,4.15,0.43,3.46,96.73
2019,1,23,3,2.01,4.33,0.41,3.45,96.64
2019,1,23,4,2.17,4.46,0.27,3.62,96.54
2019,1,23,5,2.44,4.58,0.09,4.03,96.44
2019,1,23,6,2.51,4.64,0.09,4.46,96.34
2019,1,23,7,3.09,4.76,0.28,5.63,96.27
2019,1,23,8,4.17,4.94,0.1,6.27,96.21
2019,1,23,9,5.69,5.25,0.02,5.83,96.14
2019,1,23,10,8.08,5.49,0.0,6.22,96.11
2019,1,23,11,10.49,5.37,0.0,6.35,96.04
2019,1,23,12,12.19,5.0,0.0,6.69,95.99
2019,1,23,13,12.84,4.52,0.0,7.54,95.98
2019,1,23,14,12.4,3.91,0.0,8.75,96.04
2019,1,23,15,10.86,3.54,0.0,9.38,96.1
2019,1,23,16,8.28,3.6,0.01,7.8,96.16
2019,1,23,17,6.26,3.66,0.01,6.61,96.21
2019,1,23,18,5.27,3.66,0.02,6.06,96.26
2019,1,23,19,4.82,3.66,0.04,6.17,96.33
2019,1,23,20,4.4,3.6,0.03,6.51,96.39
2019,1,23,21,3.6,3.48,0.04,6.03,96.43
2019,1,23,22,3.05,3.42,0.04,5.99,96.46
2019,1,23,23,2.78,3.3,0.06,6.41,96.48
2019,1,24,0,2.53,3.17,0.05,7.04,96.51
2019,1,24,1,2.3,3.05,0.03,7.76,96.55
2019,1,24,2,2.15,2.99,0.03,8.67,96.57
2019,1,24,3,2.13,2.93,0.03,9.59,96.55
2019,1,24,4,2.15,2.81,0.03,10.22,96.56
2019,1,24,5,1.85,2.69,0.04,10.09,96.59
2019,1,24,6,1.53,2.69,0.03,10.16,96.64
2019,1,24,7,1.53,2.69,0.02,10.12,96.69
2019,1,24,8,3.04,2.75,0.01,10.25,96.74
2019,1,24,9,5.3,2.75,0.01,10.69,96.78
2019,1,24,10,7.19,2.62,0.01,10.91,96.84
2019,1,24,11,8.3,2.56,0.01,10.34,96.86
2019,1,24,12,8.59,2.56,0.01,9.65,96.9
2019,1,24,13,8.46,2.5,0.01,9.07,96.94
2019,1,24,14,7.76,2.56,0.01,8.52,97.01
2019,1,24,15,6.61,2.69,0.01,7.44,97.07
2019,1,24,16,3.9,2.93,0.02,5.62,97.15
2019,1,24,17,1.85,2.99,0.02,5.01,97.22
2019,1,24,18,0.99,2.93,0.01,4.66,97.28
2019,1,24,19,0.46,2.87,0.01,4.36,97.32
2019,1,24,20,-0.3,2.81,0.0,4.04,97.37
2019,1,24,21,-0.72,2.69,0.0,3.98,97.42
2019,1,24,22,-0.78,2.69,0.0,4.02,97.46
2019,1,24,23,-0.76,2.62,0.0,4.06,97.49
2019,1,25,0,-0.7,2.56,0.0,4.06,97.51
2019,1,25,1,-0.49,2.56,0.0,3.97,97.56
2019,1,25,2,-0.1,2.56,0.0,3.94,97.59
2019,1,25,3,0.34,2.56,0.0,3.87,97.61
2019,1,25,4,0.5,2.69,0.0,3.92,97.64
2019,1,25,5,0.6,2.81,0.0,3.99,97.68
2019,1,25,6,0.75,2.99,0.0,4.03,97.7
2019,1,25,7,1.78,3.3,0.0,3.83,97.72
2019,1,25,8,5.3,3.78,0.0,3.75,97.72
2019,1,25,9,7.6,3.85,0.0,3.73,97.74
2019,1,25,10,9.9,4.03,0.0,3.32,97.78
2019,1,25,11,11.96,4.15,0.0,3.32,97.74
2019,1,25,12,13.5,4.33,0.0,3.47,97.67
2019,1,25,13,14.25,4.58,0.0,3.54,97.64
2019,1,25,14,13.99,5.07,0.0,3.25,97.66
2019,1,25,15,11.87,5.92,0.0,2.5,97.69
2019,1,25,16,8.62,5.31,0.0,3.13,97.72
2019,1,25,17,6.94,4.76,0.0,3.51,97.78
2019,1,25,18,6.19,4.64,0.0,3.71,97.84
2019,1,25,19,5.52,4.58,0.0,3.9,97.88
2019,1,25,20,5.01,4.52,0.0,4.05,97.92
2019,1,25,21,4.7,4.52,0.0,4.1,97.94
2019,1,25,22,4.73,4.46,0.0,4.0,98.0
2019,1,25,23,5.19,4.46,0.0,3.67,98.08
2019,1,26,0,5.64,4.39,0.01,3.41,98.13
2019,1,26,1,5.65,4.33,0.01,3.38,98.17
2019,1,26,2,5.19,4.27,0.01,3.59,98.18
2019,1,26,3,4.62,4.21,0.0,3.79,98.19
2019,1,26,4,4.37,4.15,0.0,3.75,98.19
2019,1,26,5,4.21,4.09,0.0,3.61,98.2
2019,1,26,6,3.83,4.09,0.0,3.54,98.21
2019,1,26,7,4.04,4.15,0.0,3.54,98.22
2019,1,26,8,7.51,4.76,0.0,3.16,98.22
2019,1,26,9,10.13,4.58,0.0,2.9,98.22
2019,1,26,10,12.69,4.58,0.0,1.38,98.23
2019,1,26,11,14.6,4.33,0.0,2.34,98.17
2019,1,26,12,15.01,4.52,0.0,2.64,98.07
2019,1,26,13,15.04,4.76,0.0,2.72,98.0
2019,1,26,14,14.64,4.82,0.0,2.92,97.95
2019,1,26,15,13.06,5.86,0.0,2.35,97.9
2019,1,26,16,9.36,5.62,0.0,3.0,97.87
2019,1,26,17,7.48,5.19,0.0,3.42,97.84
2019,1,26,18,6.56,5.19,0.0,3.54,97.82
2019,1,26,19,5.78,5.19,0.0,3.46,97.77
2019,1,26,20,5.28,5.13,0.0,3.28,97.71
2019,1,26,21,5.01,5.07,0.0,3.2,97.66
2019,1,26,22,4.85,4.94,0.0,3.31,97.62
2019,1,26,23,4.66,4.94,0.0,3.41,97.55
2019,1,27,0,4.44,4.94,0.0,3.48,97.47
2019,1,27,1,4.0,4.94,0.0,3.53,97.38
2019,1,27,2,3.45,4.82,0.0,3.55,97.3
2019,1,27,3,3.06,4.58,0.0,3.43,97.2
2019,1,27,4,2.81,4.46,0.0,3.32,97.12
2019,1,27,5,2.38,4.33,0.0,3.42,97.08
2019,1,27,6,2.09,4.21,0.0,3.68,97.05
2019,1,27,7,2.8,4.33,0.0,3.98,97.04
2019,1,27,8,5.65,4.46,0.0,5.52,97.05
2019,1,27,9,8.55,4.76,0.0,7.78,97.06
2019,1,27,10,11.71,4.82,0.0,9.65,97.06
2019,1,27,11,13.12,4.46,0.0,10.34,97.04
2019,1,27,12,13.37,4.52,0.01,10.03,96.98
2019,1,27,13,13.28,4.52,0.01,10.06,96.97
2019,1,27,14,12.88,4.33,0.01,9.59,96.98
2019,1,27,15,11.83,4.21,0.0,8.63,97.02
2019,1,27,16,9.23,4.21,0.0,7.19,97.09
2019,1,27,17,7.15,4.15,0.0,6.99,97.21
2019,1,27,18,5.98,3.97,0.0,6.74,97.33
2019,1,27,19,4.62,3.85,0.0,5.81,97.41
2019,1,27,20,3.77,3.78,0.0,5.06,97.44
2019,1,27,21,3.75,3.91,0.0,4.5,97.47
2019,1,27,22,3.58,3.97,0.01,4.39,97.48
2019,1,27,23,3.46,3.97,0.01,4.43,97.48
2019,1,28,0,3.47,3.97,0.01,4.57,97.48
2019,1,28,1,3.44,3.97,0.0,4.67,97.49
2019,1,28,2,2.37,3.85,0.0,4.8,97.49
2019,1,28,3,1.91,3.85,0.0,4.92,97.47
2019,1,28,4,1.61,3.91,0.01,4.92,97.39
2019,1,28,5,1.41,4.03,0.9,5.16,97.28
2019,1,28,6,2.05,4.33,0.97,6.62,97.19
2019,1,28,7,2.68,4.58,0.05,7.18,97.1
2019,1,28,8,4.33,4.76,0.01,8.4,97.0
2019,1,28,9,6.29,4.94,0.02,9.6,96.93
2019,1,28,10,8.54,5.25,0.01,11.16,96.92
2019,1,28,11,10.9,5.49,0.01,11.56,96.89
2019,1,28,12,12.76,5.31,0.02,11.47,96.84
2019,1,28,13,13.6,4.82,0.04,10.85,96.87
2019,1,28,14,13.5,4.64,0.05,9.33,96.92
2019,1,28,15,12.3,4.88,0.03,7.14,97.01
2019,1,28,16,9.55,5.0,0.01,5.69,97.1
2019,1,28,17,7.83,4.76,0.0,5.49,97.24
2019,1,28,18,6.7,4.52,0.0,5.1,97.33
2019,1,28,19,5.67,4.33,0.0,4.9,97.4
2019,1,28,20,4.95,4.21,0.0,4.89,97.47
2019,1,28,21,4.26,4.15,0.0,4.7,97.52
2019,1,28,22,3.64,4.03,0.0,4.48,97.58
2019,1,28,23,3.06,3.97,0.0,4.29,97.61
2019,1,29,0,2.56,3.91,0.0,4.14,97.64
2019,1,29,1,2.2,3.85,0.0,3.85,97.68
2019,1,29,2,1.92,3.78,0.0,3.63,97.69
2019,1,29,3,1.69,3.72,0.0,3.47,97.67
2019,1,29,4,1.97,3.78,0.0,3.06,97.66
2019,1,29,5,2.66,3.85,0.0,2.58,97.64
2019,1,29,6,3.6,3.85,0.0,1.71,97.6
2019,1,29,7,4.73,3.72,0.0,1.0,97.6
2019,1,29,8,5.9,3.85,0.0,0.14,97.58
2019,1,29,9,8.01,3.85,0.0,1.55,97.53
2019,1,29,10,9.26,3.91,0.0,2.47,97.51
2019,1,29,11,9.14,4.03,0.01,2.8,97.44
2019,1,29,12,8.8,4.27,0.04,2.89,97.35
2019,1,29,13,8.48,4.52,0.13,2.92,97.23
2019,1,29,14,8.33,4.76,0.28,3.35,97.12
2019,1,29,15,7.65,5.13,0.38,3.17,97.01
2019,1,29,16,6.26,5.31,0.39,3.24,96.94
2019,1,29,17,5.87,5.37,0.06,4.51,96.89
2019,1,29,18,5.85,5.55,0.06,5.41,96.87
2019,1,29,19,5.02,5.55,0.02,4.89,96.83
2019,1,29,20,4.68,5.49,0.01,5.71,96.81
2019,1,29,21,4.66,5.31,0.01,7.09,96.8
2019,1,29,22,4.1,5.07,0.0,7.27,96.8
2019,1,29,23,3.65,4.88,0.0,7.65,96.85
2019,1,30,0,3.24,4.7,0.0,7.47,96.89
2019,1,30,1,2.78,4.52,0.0,6.95,96.95
2019,1,30,2,2.62,4.33,0.0,6.93,96.99
2019,1,30,3,2.53,4.21,0.0,6.39,97.0
2019,1,30,4,2.22,4.03,0.0,5.64,97.05
2019,1,30,5,1.8,3.85,0.0,5.02,97.09
2019,1,30,6,1.84,3.85,0.0,4.4,97.14
2019,1,30,7,2.34,3.91,0.0,4.17,97.19
2019,1,30,8,4.63,4.21,0.0,4.69,97.24
2019,1,30,9,6.55,4.39,0.0,5.38,97.27
2019,1,30,10,8.56,4.46,0.0,5.71,97.28
2019,1,30,11,9.84,4.33,0.0,5.7,97.23
2019,1,30,12,10.53,4.27,0.0,5.7,97.14
2019,1,30,13,10.8,4.33,0.0,6.06,97.09
2019,1,30,14,10.62,4.46,0.0,6.49,97.06
2019,1,30,15,9.9,4.52,0.0,6.67,97.05
2019,1,30,16,7.81,4.58,0.0,5.73,97.04
2019,1,30,17,5.65,4.58,0.0,4.96,97.04
2019,1,30,18,4.82,4.52,0.0,4.71,97.03
2019,1,30,19,4.67,4.52,0.0,4.46,97.02
2019,1,30,20,4.4,4.52,0.0,4.01,96.99
2019,1,30,21,4.38,4.52,0.0,3.47,96.95
2019,1,30,22,4.42,4.58,0.0,3.18,96.9
2019,1,30,23,4.46,4.7,0.0,3.06,96.84
2019,1,31,0,4.29,4.7,0.01,2.99,96.74
2019,1,31,1,4.11,4.58,0.01,2.9,96.64
2019,1,31,2,3.9,4.46,0.02,2.82,96.54
2019,1,31,3,4.13,4.58,0.04,2.74,96.45
2019,1,31,4,4.3,4.76,0.02,2.99,96.38
2019,1,31,5,4.27,5.0,0.01,3.36,96.32
2019,1,31,6,4.15,5.13,0.0,3.46,96.31
2019,1,31,7,4.87,5.25,0.0,3.45,96.3
2019,1,31,8,7.08,5.49,0.0,4.57,96.3
2019,1,31,9,8.99,5.74,0.0,5.48,96.29
2019,1,31,10,10.82,6.04,0.01,6.14,96.3
2019,1,31,11,12.41,6.53,0.01,7.0,96.26
2019,1,31,12,13.04,6.9,0.0,7.33,96.21
2019,1,31,13,13.39,7.08,0.0,6.97,96.18
2019,1,31,14,13.32,7.08,0.01,6.08,96.17
2019,1,31,15,12.46,7.26,0.01,4.38,96.17
2019,1,31,16,10.08,7.08,0.01,2.72,96.15
2019,1,31,17,8.82,6.77,0.0,2.62,96.16
2019,1,31,18,8.52,6.65,0.0,2.53,96.18
2019,1,31,19,8.47,6.65,0.0,2.68,96.17
2019,1,31,20,8.52,6.53,0.0,3.19,96.15
2019,1,31,21,8.55,6.53,0.02,3.62,96.1
2019,1,31,22,8.4,6.53,0.07,3.74,96.06
2019,1,31,23,8.16,6.71,0.18,3.94,96.0
2019,2,1,0,8.2,7.02,0.29,4.07,95.92
2019,2,1,1,8.32,7.32,0.28,4.17,95.82
2019,2,1,2,8.6,7.51,0.4,4.29,95.72
2019,2,1,3,9.12,7.63,0.65,4.66,95.63
2019,2,1,4,9.73,7.75,0.81,5.47,95.57
2019,2,1,5,9.9,7.81,0.8,5.76,95.49
2019,2,1,6,10.02,7.87,0.26,6.08,95.47
2019,2,1,7,10.16,7.93,0.04,6.2,95.46
2019,2,1,8,10.38,7.93,0.02,6.35,95.47
2019,2,1,9,10.69,8.0,0.01,6.22,95.49
2019,2,1,10,12.08,7.57,0.0,7.32,95.5
2019,2,1,11,13.54,5.86,0.0,8.54,95.47
2019,2,1,12,13.98,4.88,0.0,8.86,95.43
2019,2,1,13,13.82,4.52,0.0,8.55,95.39
2019,2,1,14,13.39,4.39,0.0,7.54,95.39
2019,2,1,15,12.52,4.64,0.0,5.41,95.39
2019,2,1,16,9.48,5.19,0.0,3.39,95.4
2019,2,1,17,7.65,5.0,0.0,3.39,95.4
2019,2,1,18,7.44,5.13,0.14,3.64,95.4
2019,2,1,19,7.27,5.25,0.07,3.99,95.4
2019,2,1,20,7.19,5.19,0.05,4.2,95.38
2019,2,1,21,7.05,5.13,0.06,4.71,95.39
2019,2,1,22,6.12,5.07,0.02,4.93,95.4
2019,2,1,23,5.12,5.0,0.02,5.02,95.41
2019,2,2,0,4.28,5.0,0.05,5.24,95.43
2019,2,2,1,3.57,4.88,0.03,5.39,95.48
2019,2,2,2,2.82,4.76,0.01,5.3,95.52
2019,2,2,3,2.35,4.64,0.01,5.06,95.56
2019,2,2,4,2.85,4.64,0.01,5.7,95.6
2019,2,2,5,3.3,4.7,0.01,6.24,95.66
2019,2,2,6,3.48,4.76,0.01,6.16,95.72
2019,2,2,7,3.66,4.82,0.01,6.24,95.8
2019,2,2,8,4.65,4.82,0.03,6.71,95.87
2019,2,2,9,6.23,4.88,0.0,6.51,95.95
2019,2,2,10,8.57,4.7,0.01,6.42,96.05
2019,2,2,11,10.83,4.33,0.13,6.49,96.1
2019,2,2,12,11.94,3.97,0.08,6.7,96.13
2019,2,2,13,12.41,3.78,0.03,6.92,96.18
2019,2,2,14,12.19,3.66,0.0,6.96,96.26
2019,2,2,15,11.05,3.66,0.0,7.56,96.39
2019,2,2,16,8.88,3.48,0.0,8.34,96.57
2019,2,2,17,6.74,3.54,0.0,7.47,96.73
2019,2,2,18,5.56,3.54,0.0,7.08,96.85
2019,2,2,19,4.78,3.42,0.0,7.08,96.95
2019,2,2,20,3.99,3.23,0.0,7.0,97.02
2019,2,2,21,3.29,3.11,0.0,6.87,97.08
2019,2,2,22,2.55,2.99,0.0,6.5,97.13
2019,2,2,23,1.9,2.99,0.0,6.04,97.18
2019,2,3,0,1.42,2.93,0.0,5.58,97.22
2019,2,3,1,1.06,2.93,0.0,5.16,97.26
2019,2,3,2,0.84,2.81,0.0,5.1,97.3
2019,2,3,3,0.62,2.69,0.0,5.22,97.36
2019,2,3,4,0.51,2.62,0.0,5.57,97.43
2019,2,3,5,0.59,2.56,0.0,6.0,97.5
2019,2,3,6,0.61,2.56,0.0,6.06,97.57
2019,2,3,7,1.79,2.56,0.0,6.32,97.65
2019,2,3,8,4.37,2.5,0.0,7.18,97.71
2019,2,3,9,6.23,2.38,0.0,7.78,97.79
2019,2,3,10,7.83,2.32,0.0,8.02,97.87
2019,2,3,11,9.0,2.32,0.0,7.81,97.93
2019,2,3,12,9.39,2.32,0.0,7.82,97.97
2019,2,3,13,9.18,2.38,0.0,7.93,98.04
2019,2,3,14,8.62,2.5,0.0,7.74,98.12
2019,2,3,15,7.79,2.62,0.0,6.81,98.2
2019,2,3,16,5.34,2.99,0.0,5.19,98.27
2019,2,3,17,3.05,3.11,0.0,4.96,98.34
2019,2,3,18,2.3,3.05,0.0,4.83,98.38
2019,2,3,19,1.69,2.99,0.0,4.74,98.44
2019,2,3,20,1.08,2.93,0.0,4.6,98.5
2019,2,3,21,0.53,2.87,0.0,4.53,98.56
2019,2,3,22,-0.03,2.75,0.0,4.4,98.61
2019,2,3,23,-0.53,2.69,0.0,4.25,98.66
2019,2,4,0,-0.78,2.62,0.0,3.94,98.71
2019,2,4,1,-0.63,2.56,0.0,3.52,98.73
2019,2,4,2,-0.09,2.5,0.0,3.2,98.77
2019,2,4,3,-0.01,2.5,0.0,3.13,98.8
2019,2,4,4,0.19,2.62,0.0,3.12,98.84
2019,2,4,5,0.55,2.62,0.0,3.02,98.9
2019,2,4,6,0.51,2.56,0.0,3.05,98.94
2019,2,4,7,1.43,2.81,0.0,2.8,98.95
2019,2,4,8,4.05,2.81,0.0,2.64,98.96
2019,2,4,9,5.55,2.62,0.0,2.23,98.99
2019,2,4,10,7.77,2.38,0.0,1.22,99.03
2019,2,4,11,10.4,2.01,0.0,0.75,99.03
2019,2,4,12,11.23,2.01,0.0,1.65,98.99
2019,2,4,13,11.51,2.14,0.0,2.2,98.95
2019,2,4,14,11.21,2.38,0.0,2.84,98.92
2019,2,4,15,9.79,3.11,0.0,2.97,98.91
2019,2,4,16,6.05,3.78,0.0,2.9,98.91
2019,2,4,17,4.64,3.6,0.0,2.89,98.95
2019,2,4,18,5.05,3.78,0.0,2.64,98.98
2019,2,4,19,5.26,3.85,0.0,2.52,99.01
2019,2,4,20,5.38,3.91,0.0,2.51,99.03
2019,2,4,21,5.39,3.97,0.0,2.46,99.03
2019,2,4,22,5.43,3.97,0.0,2.33,99.03
2019,2,4,23,5.37,4.09,0.0,2.3,99.02
2019,2,5,0,5.2,4.15,0.01,2.18,99.0
2019,2,5,1,5.06,4.21,0.03,1.85,98.99
2019,2,5,2,4.95,4.27,0.04,1.42,98.96
2019,2,5,3,4.8,4.21,0.04,1.24,98.92
2019,2,5,4,4.54,4.15,0.04,1.36,98.91
2019,2,5,5,4.26,4.09,0.02,1.61,98.93
2019,2,5,6,4.08,4.09,0.01,1.8,98.95
2019,2,5,7,4.88,4.46,0.0,1.88,98.97
2019,2,5,8,7.5,4.76,0.0,2.17,99.0
2019,2,5,9,9.48,5.0,0.0,2.06,99.01
2019,2,5,10,12.83,5.19,0.0,1.85,99.0
2019,2,5,11,15.12,5.31,0.0,1.83,98.96
2019,2,5,12,16.51,5.74,0.0,1.5,98.88
2019,2,5,13,17.4,5.62,0.0,0.86,98.82
2019,2,5,14,17.5,5.55,0.0,0.16,98.81
2019,2,5,15,16.32,6.35,0.0,1.29,98.81
2019,2,5,16,12.65,6.77,0.0,2.33,98.84
2019,2,5,17,10.09,5.92,0.0,2.62,98.88
2019,2,5,18,9.3,5.86,0.0,2.27,98.92
2019,2,5,19,9.0,5.86,0.0,1.8,98.96
2019,2,5,20,9.03,5.86,0.0,1.21,98.97
2019,2,5,21,9.15,5.86,0.0,0.57,98.97
2019,2,5,22,9.19,5.86,0.0,0.27,98.97
2019,2,5,23,9.19,5.8,0.0,0.12,98.96
2019,2,6,0,9.12,5.74,0.0,0.29,98.94
2019,2,6,1,9.01,5.68,0.0,0.62,98.93
2019,2,6,2,8.62,5.62,0.0,0.89,98.9
2019,2,6,3,7.95,5.55,0.0,1.14,98.88
2019,2,6,4,7.59,5.55,0.0,1.42,98.86
2019,2,6,5,7.43,5.49,0.0,1.61,98.86
2019,2,6,6,6.9,5.49,0.0,1.57,98.89
2019,2,6,7,7.76,5.55,0.0,1.49,98.93
2019,2,6,8,10.15,5.8,0.0,1.32,98.96
2019,2,6,9,12.83,5.74,0.0,0.98,98.97
2019,2,6,10,14.65,5.86,0.0,1.57,98.96
2019,2,6,11,15.51,6.16,0.0,2.11,98.89
2019,2,6,12,15.98,6.29,0.0,2.51,98.8
2019,2,6,13,16.08,6.35,0.0,2.82,98.71
2019,2,6,14,15.74,6.41,0.0,3.12,98.66
2019,2,6,15,14.73,6.53,0.0,3.38,98.62
2019,2,6,16,11.6,7.02,0.0,2.78,98.61
2019,2,6,17,8.9,6.84,0.0,2.83,98.64
2019,2,6,18,8.18,7.02,0.0,2.39,98.67
2019,2,6,19,8.06,7.14,0.0,1.9,98.67
2019,2,6,20,8.13,7.2,0.0,1.45,98.66
2019,2,6,21,8.21,7.2,0.0,1.16,98.64
2019,2,6,22,8.19,7.14,0.0,0.99,98.6
2019,2,6,23,7.91,6.96,0.0,1.01,98.57
2019,2,7,0,7.53,6.77,0.0,1.26,98.53
2019,2,7,1,6.9,6.47,0.0,1.65,98.5
2019,2,7,2,5.66,6.1,0.0,2.32,98.46
2019,2,7,3,5.3,5.68,0.0,2.65,98.43
2019,2,7,4,5.75,5.25,0.0,2.67,98.41
2019,2,7,5,6.24,4.88,0.0,2.56,98.41
2019,2,7,6,6.43,4.64,0.01,2.46,98.42
2019,2,7,7,7.35,4.94,0.01,2.38,98.46
2019,2,7,8,10.02,5.37,0.0,2.15,98.5
2019,2,7,9,12.01,5.0,0.0,2.25,98.53
2019,2,7,10,13.79,5.49,0.0,1.8,98.54
2019,2,7,11,15.13,5.98,0.0,1.74,98.52
2019,2,7,12,15.77,6.04,0.0,1.5,98.48
2019,2,7,13,16.01,6.04,0.0,1.19,98.47
2019,2,7,14,15.83,6.1,0.0,1.23,98.45
2019,2,7,15,15.01,6.35,0.0,1.69,98.43
2019,2,7,16,11.92,7.14,0.0,2.28,98.45
2019,2,7,17,9.24,6.77,0.0,3.07,98.49
2019,2,7,18,8.24,7.14,0.0,3.0,98.58
2019,2,7,19,7.7,7.39,0.0,2.89,98.65
2019,2,7,20,8.68,7.45,0.0,2.45,98.72
2019,2,7,21,9.04,7.45,0.0,2.52,98.73
2019,2,7,22,9.04,7.45,0.0,1.91,98.74
2019,2,7,23,8.97,7.39,0.0,1.73,98.74
2019,2,8,0,8.82,7.32,0.0,1.66,98.73
2019,2,8,1,8.65,7.26,0.0,1.74,98.71
2019,2,8,2,8.22,7.02,0.0,1.84,98.68
2019,2,8,3,7.73,6.71,0.0,1.8,98.64
2019,2,8,4,7.13,6.35,0.0,1.73,98.62
2019,2,8,5,6.21,5.98,0.0,1.7,98.6
2019,2,8,6,5.91,5.74,0.0,1.78,98.6
2019,2,8,7,6.63,5.62,0.0,1.79,98.61
2019,2,8,8,8.98,5.62,0.0,2.19,98.62
2019,2,8,9,10.61,5.43,0.0,2.68,98.63
2019,2,8,10,12.33,5.37,0.0,3.96,98.63
2019,2,8,11,13.4,5.55,0.0,5.33,98.59
2019,2,8,12,13.69,5.74,0.0,5.95,98.52
